"Customer.Num","Gpch","Reportables","Revenue","Industry","Family","ParameterPanel","type"
"3170007824","FT3",3896,1413.19,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170007925","CREA-E",14642,241.46,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007824","LIP",3733,1074.66,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007824","FE",3479,245.75,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170414590","CO2",2500,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007937","TSH",2,-829.86,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170404120","BIL-D",1369,328.16,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170404266","HDL-C",3148,1956.96,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007824","CK",3459,352.21,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007824","TRANS",3451,2139.26,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170007824","Syphilis",3276,2828.67,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170007824","FSH",1237,760.1,"Prv: Laboratory","Immunology","Fertility","Private"
"3170007824","Anti-TG",1010,1072.79,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170008585","TRIGL",55983,3983.56,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007824","CA 15-3",962,1216.33,"Prv: Laboratory","Immunology","Oncology","Private"
"3170014603","IgM",3450,1011.28,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170007824","IgA",906,579.28,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170404876","TNT",4358,10869.11,"Gov: Hospital","Immunology","Cardiac","Public"
"3170008563","ALB",3128,205.17,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007824","AFP",714,599.17,"Prv: Laboratory","Immunology","Oncology","Private"
"3170007824","IgM",521,340.87,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170007824","hCT",392,1787.48,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170412465","AST",2000,347.56,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007824","B2MG",249,991.69,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170403215","C3c",5500,0,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170431809","LDL-C",5193,1814.92,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170010649","VALP",9,1658.2,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170010653","ProBNP",2082,5511.14,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170413276","TNT",15860,17351.99,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170403310","Anti-HBc",8206,9622.06,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170015000","HCG+B",1243,1940.54,"Prv: Laboratory","Immunology","Fertility","Private"
"3170409223","CA 19-9",2547,5374.49,"Prv: Laboratory","Immunology","Oncology","Private"
"3170011477","E2",100,68.06,"Prv: Laboratory","Immunology","Fertility","Private"
"3170404369","ALT",9298,543.87,"Prv: Hospital","ClinChem fully automated","Enzymes","Private"
"3170441803","CORT",8308,11266.56,"Gov: Hospital","Immunology","Hormones","Public"
"3170010649","CA 15-3",58,2910.9,"Prv: Laboratory","Immunology","Oncology","Private"
"3170403794","BIL-T",22251,4035.84,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170443659","TRANS",2700,2308.5,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170008238","HGLOB",450,765.6,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170434130","E2",8560,4464.01,"Prv: Laboratory","Immunology","Fertility","Private"
"3170403251","CEA",1000,1406.7,"Gov: Hospital","Immunology","Oncology","Public"
"3170436460","DIGOX",181,806.89,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170437678","LDH",1768,177.08,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170404233","PCT",746,0,"Gov: Military","Immunology","Critical Care","Public"
"3170008933","TP",26333,8122.53,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170438822","Rubella IgG",1259,1747.51,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170436708","CEA",2700,2823.84,"Gov: Hospital","Immunology","Oncology","Public"
"3170435665","FE",16203,1303.15,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170434283","IgA",2639,1758.6,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170404478","Mg",22497,10158.32,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170014695","CEA",3205,3325.27,"Prv: Laboratory","Immunology","Oncology","Private"
"3170403001","FT4",1200,1860.18,"Gov: University","Immunology","Thyroid","Public"
"3170436429","FT3",29159,13692.53,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170010296","Toxo IgG",16156,12631.88,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170405761","TP",16200,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403465","CO2",197030,13212.69,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170436708","AST",108040,6323.26,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170008116","FE",4823,580.56,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170011555","Anti-HBc",1078,1100.99,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170008845","Vit D Total",2872,27582.71,"Prv: Laboratory","Immunology","Bone","Private"
"3170437940","TSH",6000,0,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170401645","MYO",1459,5365.74,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170008213","Apo B",3100,14,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170403760","Anti-HAV IgM",186,1334.34,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170059893","BENZ",3400,0,"Prv: Laboratory","ClinChem fully automated","DAT","Private"
"3170010847","CREA-E",149087,5708.91,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170414590","TRANS",300,0,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170405133","LDH",846,116.35,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170404249","HCG+B",3560,9278.48,"Gov: Hospital","Immunology","Fertility","Public"
"3170014969","B2MG",381,1273.75,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170443793","IgG",18500,0,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170403062","HCG+B",847,565.2,"Prv: Laboratory","Immunology","Fertility","Private"
"3170436708","CA 19-9",4200,6654.06,"Gov: Hospital","Immunology","Oncology","Public"
"3170014969","FT4",3936,2549.71,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170011477","IgE",200,100.19,"Prv: Laboratory","Immunology","Allergy","Private"
"3170403796","Kappa",2849,0,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403096","Beta-CrossLaps",700,0,"Gov: Hospital","Immunology","Bone","Public"
"3170432884","MYO",6800,0,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170008709","CA 125",427,3598.28,"Prv: Laboratory","Immunology","Oncology","Private"
"3170412458","BIL-T",500,93.48,"Gov: University","ClinChem fully automated","Substrates","Public"
"3170403706","Toxo IgM",1053,1949.48,"Gov: Hospital","Immunology","Congenital Diseases","Public"
"3170007857","AST",1594,70.74,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170432884","Toxo IgG",15000,0,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170012380","BIL-D",2100,451.62,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007857","GGT",1403,63.2,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170013855","Anti-HAV IgM",18,153.88,"Gov: Doct. Office/GP","Immunology","Hepatitis","Public"
"3170007857","BIL-T",836,38.58,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170438822","AST",51512,2552.89,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170405727","AAGP",259,100.01,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170007857","CO2",724,30.1,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170411951","SI",27500,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008261","GGT",27902,4685.67,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170404564","CHOL",4800,855.48,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007857","TP",692,28.07,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170405829","Anti-HBc IgM",360,250.5,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170433850","TRIGL",5756,1742.9,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007857","ProBNP",383,1364.17,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170437217","CK",3131,1056.08,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170432143","Anti-HBc",5000,0,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170007857","Mg",283,14.12,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007857","HCG",229,124.34,"Prv: Laboratory","Immunology","Fertility","Private"
"3170404478","LDH",18680,733.56,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170404721","IgA",1950,1587.43,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170404026","TRIGL",1984,258.19,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170434721","PlGF",137,1818.61,"Prv: Laboratory","Immunology","Pregnancy Care","Private"
"3170007857","TNT",161,174.91,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170007857","CK",115,5,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170442741","TRIGL",10707,1003.07,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007857","MYO",70,51.05,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170007857","ClinChem Generic Materials",450,0,"Prv: Laboratory","ClinChem fully automated","ClinChem Generic Materials","Private"
"3170008213","CMV IgM",498,2053.1,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170403215","LH",495,535.71,"Gov: Hospital","Immunology","Fertility","Public"
"3170405829","CO2",29385,1616.72,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403500","NH3",510,718.97,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170433761","Li",2244,3911.65,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170401013","UREA/BUN",13000,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403955","TP",45004,2649.2,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170437863","UA",2905,161.98,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404779","CA 15-3",199,1931.83,"Gov: Hospital","Immunology","Oncology","Public"
"3170008309","PHOS",1863,-56.02,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170416505","CO2",1948,34.85,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007910","PCT",1212,7878,"Prv: Laboratory","Immunology","Critical Care","Private"
"3170009971","Apo A I",2000,0,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170008923","CORT",982,3679.67,"Prv: Laboratory","Immunology","Hormones","Private"
"3170402968","TNT",32635,45929.35,"Gov: Hospital","Immunology","Cardiac","Public"
"3170064669","CREA-E",137514,2777.28,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007910","PTH",6300,101.22,"Prv: Laboratory","Immunology","Bone","Private"
"3170010847","CRP",81202,17101.15,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170402974","Anti-HBe",494,2451.06,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170404464","TSH",15962,15388.84,"Gov: Hospital","Immunology","Thyroid","Public"
"3170008116","CHOL",23324,2730.22,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403143","HBsAg",5200,7120.78,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170403938","HCG+B",2267,3354.38,"Gov: Hospital","Immunology","Fertility","Public"
"3170007910","Anti-SARS-CoV-2",1500,2124.75,"Prv: Laboratory","Immunology","Respiratory","Private"
"3170404327","VALP",297,3951.7,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170405039","PSA",3200,2757.36,"Gov: Hospital","Immunology","Oncology","Public"
"3170007910","ALB",23250,0,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170405878","IgM",6145,2978.48,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170403794","B2MG",372,2262.42,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170404123","AMIK",127,1624.68,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170011555","HIV combi",1471,1261.1,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170403096","Anti-HCV",1500,0,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170061607","PTH (1-84)",11500,0,"Prv: Laboratory","Immunology","Kidney","Private"
"3170008709","PCT",3410,0,"Prv: Laboratory","Immunology","Critical Care","Private"
"3170009576","Anti-SARS-CoV-2",9400,14448.38,"Prv: Laboratory","Immunology","Respiratory","Private"
"3170009799","ALT",8500,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170008116","IgE",240,552.7,"Prv: Laboratory","Immunology","Allergy","Private"
"3170403133","DIGOX",2000,3369.78,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170008261","Anti-HCV",5952,15169.85,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170010649","CO2",3750,1206.48,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170009211","E2",462,1059.81,"Prv: Laboratory","Immunology","Fertility","Private"
"3170404041","ALP",10382,1345.6,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170405829","C3c",884,749.35,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170405133","CARB",6,248.73,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170058715","Anti-HBc",4133,3064.38,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170009501","CO2",3382,170.72,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170441776","CA 15-3",1117,2597.76,"Prv: Laboratory","Immunology","Oncology","Private"
"3170433008","TP",24000,1016.41,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403276","GLU",69026,4791.67,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170404257","CK",4200,764.61,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170404117","MYO",519,7087.38,"Gov: Hospital","Immunology","Cardiac","Public"
"3170435740","GGT",167882,6900.14,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170438807","hCT",39,409.19,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170404123","ProBNP",9014,101601.61,"Gov: Hospital","Immunology","Cardiac","Public"
"3170404428","FERR",29000,37055.04,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403543","ETOH",400,244.56,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170403185","TP",34827,2229.98,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170435665","COCA",213,359.26,"Prv: Laboratory","ClinChem fully automated","DAT","Private"
"3170407417","CMV IgM",2700,0,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170404837","IgG",85,444.37,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170007910","DIGOX",6600,0,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170404294","BIL-D",56350,5035.82,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170403500","HBsAg",2052,6674.48,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170405028","FERR",6000,6928.08,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403796","IgG",2459,3036.87,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170061607","FT4",47400,0,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170403129","Anti-HBe",218,1201.11,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170403161","DIGOX",142,1367.47,"Gov: Hospital","Immunology","Cardiac","Public"
"3170013610","BIL-D",1447,132.72,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170434525","Toxo IgG",28730,28471.13,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170007946","GENT",700,0,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170442508","UREA/BUN",119662,5356.24,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403855","CA 125",139,1415.69,"Gov: Military","Immunology","Oncology","Public"
"3170060075","CARB",1041,6709.45,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170403806","B12",6500,8787.35,"Gov: Hospital","Immunology","Anemia","Public"
"3170403955","HGLOB",455,1553.18,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170435325","Anti-HBc",8053,11674.91,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170404191","CA 19-9",522,2116.05,"Gov: Hospital","Immunology","Oncology","Public"
"3170434323","Cyfra 21-1",67,765.05,"Prv: Laboratory","Immunology","Oncology","Private"
"3170014946","Anti-HBs",3424,5286.91,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170404163","IgE",130,969.24,"Gov: Hospital","Immunology","Allergy","Public"
"3170010801","TG",968,3461.99,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170404257","ALT",18975,1745.7,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170403545","LDH",938,178.66,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170403711","CK",583,108.72,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170008576","DIGOX",193,917.23,"Prv: Laboratory","ClinChem fully automated","TDM","Private"
"3170011071","HDL-C",92157,22651.53,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007925","UREA/BUN",9267,146.97,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170404035","Anti-TPO",498,889.67,"Gov: Hospital","Immunology","Thyroid","Public"
"3170405033","PRL",1152,929.32,"Prv: Laboratory","Immunology","Fertility","Private"
"3170007925","ALT",9198,149.05,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007925","GGT",8043,128.36,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007925","ALP",7113,657.28,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170008309","LDH",1296,-2.28,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170437744","mALB",73508,41665.35,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170404549","mALB",1300,1105.52,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170007925","BIL-D",5271,104.66,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170009501","CEA",2722,3478.64,"Prv: Laboratory","Immunology","Oncology","Private"
"3170007925","CO2",3461,48.39,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007925","LIP",3353,307.56,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403118","Vit D Total",1300,5436.08,"Gov: Occup. Healthc.","Immunology","Bone","Public"
"3170007925","TRIGL",2686,18.46,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008650","AST",44256,1739.07,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170007925","CHOL",2665,25.12,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403068","CA 19-9",309,2278.88,"Gov: Hospital","Immunology","Oncology","Public"
"3170403843","FE",3417,588.57,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170440948","FERR",38235,51806.8,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170405280","AAGP",1835,9464.8,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170008709","HIV combi",1021,6435.12,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170007925","LDH",2514,49.81,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403143","C4",2000,1344.46,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170007925","CK",1229,114.09,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403969","HGLOB",783,2299.16,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170404019","GENT",1000,1860.88,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170403078","NH3",119,197.72,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170009751","BIL-T",18285,1658.62,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170009751","IgG",1032,606.18,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170010915","Anti-HBs",1586,1314.9,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170008261","U/CSF Protein",5005,3578.97,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170436006","HCG+B",4400,5218.84,"Prv: Laboratory","Immunology","Fertility","Private"
"3170008709","FPSA",332,2135.74,"Prv: Laboratory","Immunology","Oncology","Private"
"3170405761","GGT",18800,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170008309","RF-II",190,37.0600000000003,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170008213","B12",3282,5819.15,"Prv: Laboratory","Immunology","Anemia","Private"
"3170060317","TNT",8400,0,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170403753","HGLOB",1858,2753.27,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170404233","ALB",8564,563.49,"Gov: Military","ClinChem fully automated","Substrates","Public"
"3170404726","CK",3034,734.74,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170014620","AMYL",72,2.05,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170417233","ALP",35600,0,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170008576","PCT",4381,0,"Prv: Laboratory","Immunology","Critical Care","Private"
"3170009008","Anti-HAV IgM",405,905.04,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170403551","TOBRA",2800,5531.68,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170008576","CO2",14728,926.74,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170015252","CMV IgM",819,2839.61,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170014946","FT4",8448,7529.02,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170062178","U/CSF Protein",1193,154.46,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170435391","DIGOX",1500,0,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170403388","LIP",5034,3319.31,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170405851","FT4",41064,28592.9,"Prv: Laboratory","Immunology","Thyroid","Private"
"3170060075","FPSA",24597,16130.11,"Prv: Laboratory","Immunology","Oncology","Private"
"3170010296","FERR",22243,21379.21,"Prv: Laboratory","Immunology","Anemia","Private"
"3170403503","BARB",13,1042.45,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170415262","HCG+B",4100,0,"Prv: Laboratory","Immunology","Fertility","Private"
"3170404406","C3c",700,744.1,"Gov: Hospital","ClinChem fully automated","Specific Proteins","Public"
"3170403955","HBsAg",763,2338.06,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170059045","Vit D Total",95590,106709.13,"Prv: Laboratory","Immunology","Bone","Private"
"3170015266","PRL",107,331.31,"Prv: Laboratory","Immunology","Fertility","Private"
"3170008238","CORT",1789,1877.82,"Prv: Laboratory","Immunology","Hormones","Private"
"3170405710","ALP",6583,571.7,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170062178","TNT",7649,5931.26,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170008116","Syphilis",4478,7920.88,"Prv: Laboratory","Immunology","Sexually Transmitted Diseases (STDs)","Private"
"3170403788","BIL-D",14346,2401.62,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170008665","PCT",762,0,"Prv: Laboratory","Immunology","Critical Care","Private"
"3170403788","ALB",1500,0,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170404842","HDL-C",1489,836.41,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170008737","ProBNP",734,4994.34,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170433850","PHOS",14619,1756.62,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007925","ClinChem Generic Materials",24750,0,"Prv: Laboratory","ClinChem fully automated","ClinChem Generic Materials","Private"
"3170403770","ACETA",166,3268.72,"Gov: Hospital","ClinChem fully automated","TDM","Public"
"3170404026","ProBNP",5712,52965.1,"Gov: Hospital","Immunology","Cardiac","Public"
"3170404294","ALP",53303,3523.16,"Gov: Hospital","ClinChem fully automated","Enzymes","Public"
"3170435505","ASL/ASO",246,1136.65,"Prv: Laboratory","ClinChem fully automated","Specific Proteins","Private"
"3170008585","Toxo IgM",8221,2570.24,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170401069","CMV IgG",9350,10432.22,"Prv: Laboratory","Immunology","Congenital Diseases","Private"
"3170404464","FRUC",2,-3.74,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170009008","LDH",7273,383.09,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170059045","GGT",274669,9922.46,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170403133","ETOH",3100,1384.84,"Gov: Hospital","ClinChem fully automated","DAT","Public"
"3170009211","HDL-C",7930,1512.59,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007927","GLU",27296,1119.24,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170407417","TNT",9500,0,"Prv: Laboratory","Immunology","Cardiac","Private"
"3170009501","Anti-CCP",473,3685.89,"Prv: Laboratory","Immunology","Rheumatoid Arthritis","Private"
"3170007927","AST",22919,885.51,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170404406","PHOS",7500,1080.6,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170038900","Anti-HBs",2475,4095.62,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170403864","PHOS",8000,1445.12,"Gov: Hospital","ClinChem fully automated","Substrates","Public"
"3170007927","GGT",20266,809.63,"Prv: Laboratory","ClinChem fully automated","Enzymes","Private"
"3170404453","Anti-HBs",2271,8118.52,"Gov: Hospital","Immunology","Hepatitis","Public"
"3170007927","TRIGL",18208,1305.85,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170007927","HDL-C",17216,2624.17,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170403068","FERR",10233,9940.01,"Gov: Hospital","Immunology","Anemia","Public"
"3170434283","BIL-D",69706,3368.08,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170407417","Anti-HBs",10500,0,"Prv: Laboratory","Immunology","Hepatitis","Private"
"3170008665","HCG+B",7518,6794.86,"Prv: Laboratory","Immunology","Fertility","Private"
"3170405826","BIL-T",3837,290.07,"Prv: Laboratory","ClinChem fully automated","Substrates","Private"
"3170008177","BIL-D",2450,328.55,"Prv: Manufacturing","ClinChem fully automated","Substrates","Private"
